"id","field_name","account_prefix","sign","balance_type","cumulative"
"map_dlp_173","pasivo_deudas_lp_arrendamiento","173","1","credit-debit","1"
"map_dlp_174","pasivo_deudas_lp_derivados","174","1","credit-debit","1"
"map_dlp_175","pasivo_deudas_lp_otras","175","1","credit-debit","1"
"map_dlp_176","pasivo_deudas_lp_otras","176","1","credit-debit","1"
"map_dlp_177","pasivo_deudas_lp_otras","177","1","credit-debit","1"
"map_dlp_179","pasivo_deudas_lp_otras","179","1","credit-debit","1"
"map_dlp_180","pasivo_deudas_lp_otras","180","1","credit-debit","1"
"map_dlp_185","pasivo_deudas_lp_otras","185","1","credit-debit","1"
"map_dcp_520","pasivo_deudas_cp_entidades_credito","520","1","credit-debit","1"
"map_dcp_500","pasivo_deudas_cp_obligaciones","500","1","credit-debit","1"
"map_dcp_501","pasivo_deudas_cp_obligaciones","501","1","credit-debit","1"
"map_dcp_505","pasivo_deudas_cp_arrendamiento","505","1","credit-debit","1"
"map_dcp_506","pasivo_deudas_cp_derivados","506","1","credit-debit","1"
"map_dcp_509","pasivo_deudas_cp_otras","509","1","credit-debit","1"
"map_dcp_510","pasivo_deudas_cp_otras","510","1","credit-debit","1"
"map_dcp_511","pasivo_deudas_cp_otras","511","1","credit-debit","1"
"map_dcp_512","pasivo_deudas_cp_otras","512","1","credit-debit","1"
"map_dcp_513","pasivo_deudas_cp_otras","513","1","credit-debit","1"
"map_dcp_514","pasivo_deudas_cp_otras","514","1","credit-debit","1"
"map_dcp_521","pasivo_deudas_cp_otras","521","1","credit-debit","1"
"map_dcp_522","pasivo_deudas_cp_otras","522","1","credit-debit","1"
"map_dcp_523","pasivo_deudas_cp_otras","523","1","credit-debit","1"
"map_dcp_524","pasivo_deudas_cp_otras","524","1","credit-debit","1"
"map_dcp_525","pasivo_deudas_cp_otras","525","1","credit-debit","1"
"map_dcp_526","pasivo_deudas_cp_otras","526","1","credit-debit","1"
"map_dcp_527","pasivo_deudas_cp_otras","527","1","credit-debit","1"
"map_dcp_528","pasivo_deudas_cp_otras","528","1","credit-debit","1"
"map_dcp_5525","pasivo_deudas_cp_otras","5525","1","credit-debit","1"
"map_ac_400","pasivo_ac_proveedores","400","1","credit-debit","1"
"map_ac_401","pasivo_ac_proveedores","401","1","credit-debit","1"
"map_ac_403","pasivo_ac_proveedores","403","1","credit-debit","1"
"map_ac_406","pasivo_ac_proveedores","406","1","credit-debit","1"
"map_ac_407a","pasivo_ac_proveedores","407","-1","credit-debit","1"
"map_ac_404","pasivo_ac_proveedores_grupo","404","1","credit-debit","1"
"map_ac_405","pasivo_ac_proveedores_grupo","405","1","credit-debit","1"
"map_ac_410","pasivo_ac_acreedores_varios","410","1","credit-debit","1"
"map_ac_411","pasivo_ac_acreedores_varios","411","1","credit-debit","1"
"map_ac_419","pasivo_ac_acreedores_varios","419","1","credit-debit","1"
"map_ac_465","pasivo_ac_personal","465","1","credit-debit","1"
"map_ac_466","pasivo_ac_personal","466","1","credit-debit","1"
"map_ac_475","pasivo_ac_pasivos_impuesto_corriente","475","1","credit-debit","1"
"map_ac_476","pasivo_ac_otras_deudas_aapp","476","1","credit-debit","1"
"map_ac_477","pasivo_ac_otras_deudas_aapp","477","1","credit-debit","1"
"map_incn_700","pyg_incn_ventas","700","1","credit-debit","0"
"map_incn_701","pyg_incn_ventas","701","1","credit-debit","0"
"map_incn_702","pyg_incn_ventas","702","1","credit-debit","0"
"map_incn_703","pyg_incn_ventas","703","1","credit-debit","0"
"map_incn_704","pyg_incn_ventas","704","1","credit-debit","0"
"map_incn_706","pyg_incn_ventas","706","1","credit-debit","0"
"map_incn_708","pyg_incn_ventas","708","1","credit-debit","0"
"map_incn_709","pyg_incn_ventas","709","1","credit-debit","0"
"map_incn_705","pyg_incn_prestaciones_servicios","705","1","credit-debit","0"
"map_aprov_600","pyg_aprov_consumo_mercaderias","600","-1","debit-credit","0"
"map_aprov_601","pyg_aprov_consumo_materias_primas","601","-1","debit-credit","0"
"map_aprov_602","pyg_aprov_consumo_materias_primas","602","-1","debit-credit","0"
"map_aprov_607","pyg_aprov_trabajos_otras_empresas","607","-1","debit-credit","0"
"map_aprov_608","pyg_aprov_deterioro","608","-1","debit-credit","0"
"map_aprov_609","pyg_aprov_deterioro","609","-1","debit-credit","0"
"map_oie_740","pyg_oie_ingresos_accesorios","740","1","credit-debit","0"
"map_oie_741","pyg_oie_subvenciones_explotacion","741","1","credit-debit","0"
"map_oie_742","pyg_oie_subvenciones_explotacion","742","1","credit-debit","0"
"map_gp_640","pyg_gp_sueldos_salarios","640","-1","debit-credit","0"
"map_gp_641","pyg_gp_sueldos_salarios","641","-1","debit-credit","0"
"map_gp_642","pyg_gp_cargas_sociales","642","-1","debit-credit","0"
"map_gp_643","pyg_gp_cargas_sociales","643","-1","debit-credit","0"
"map_gp_644","pyg_gp_provisiones","644","-1","debit-credit","0"
"map_gp_649","pyg_gp_provisiones","649","-1","debit-credit","0"
"map_oge_62","pyg_oge_servicios_exteriores","62","-1","debit-credit","0"
"map_oge_631","pyg_oge_tributos","631","-1","debit-credit","0"
"map_oge_634","pyg_oge_tributos","634","-1","debit-credit","0"
"map_oge_636","pyg_oge_tributos","636","-1","debit-credit","0"
"map_oge_639","pyg_oge_tributos","639","-1","debit-credit","0"
"map_oge_650","pyg_oge_perdidas_deterioro_creditos","650","-1","debit-credit","0"
"map_oge_694","pyg_oge_perdidas_deterioro_creditos","694","-1","debit-credit","0"
"map_oge_695","pyg_oge_perdidas_deterioro_creditos","695","-1","debit-credit","0"
"map_oge_794","pyg_oge_perdidas_deterioro_creditos","794","1","credit-debit","0"
"map_oge_651","pyg_oge_otros_gastos_gestion","651","-1","debit-credit","0"
"map_oge_659","pyg_oge_otros_gastos_gestion","659","-1","debit-credit","0"
"map_if_760","pyg_if_participaciones_patrimonio","760","1","credit-debit","0"
"map_if_769","pyg_if_participaciones_patrimonio","769","1","credit-debit","0"
"map_if_761","pyg_if_valores_negociables","761","1","credit-debit","0"
"map_if_762","pyg_if_valores_negociables","762","1","credit-debit","0"
"map_gf_660","pyg_gf_deudas_grupo","660","-1","debit-credit","0"
"map_gf_661","pyg_gf_deudas_terceros","661","-1","debit-credit","0"
"map_gf_662","pyg_gf_deudas_terceros","662","-1","debit-credit","0"
"map_gf_669","pyg_gf_provision_ajuste_valor","669","-1","debit-credit","0"
